Código AMIE|Nombre de la Institución Educativa|Código División Política Administrativa Provincia|Provincia|Código División Política Administrativa  Cantón|Cantón|Código División Política Administrativa  Parroquia|Parroquia|Zona Administrativa|Denominación del Distrito|Código de Distrito|Código de Circuito Educativo|Sostenimiento|Régimen Escolar|Jurisdicción|Tipo de Educación|Modalidad|Jornada|Nivel|Etnia|Acceso (terrestre/ aéreo/fluvial)|Número de estudiantes|Número de docentes|Estado|
09H05036|GENERAL  PINTAG|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|60|2|Activa|
09H05037|GENERAL MONTERO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica|Mestiza|Terrestre|26|5|Activa|
09H05038|COLEGIO MIXTO PARTICULAR LUZ DE OCTUBRE|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|20|0|Activa|
09H05039|RITA LECUMBERRI  N  10|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|53|3|Activa|
09H05040|JOHN F. KENNEDY NO 4|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|63|3|Activa|
09H05041|MARIA CRUZ MACIAS MACIAS   N 5|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|131|4|Activa|
09H05042|VÍCTOR LAZO ALARCÓN|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|203|8|Activa|
09H05043|FAZ DIVINA NO 5|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|25|1|Activa|
09H05044|SONRISITAS DEL SABER|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|170|8|Activa|
09H05048|VICENTE ROCAFUERTE|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|105|6|Activa|
09H05049|ABDON  CALDERON MUÑOZ|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|66|7|Activa|
09H04949|LIBERTADOR BOLIVAR|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|0|0|Activa|
09H04952|LA PONDEROZA    N 6|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|32|4|Activa|
09H04988|ALESSANDRO VOLTA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|45|10|Activa|
09H04993|JOSE BAQUERIZO MALDONADO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|157|6|Activa|
09H05005|25 DE JULIO 7|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|64|2|Activa|
09H05006|NUEVA ESPERANZA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Municipal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|30|1|Activa|
09H05008|DRA ELECTRA MARGOT CEPEDA CEPEDA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|267|7|Activa|
09H05009|JOHN F KENNEDY|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|71|3|Activa|
09H05010|ZENOVIO SANCHEZ BORJA   4|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|121|4|Activa|
09H05013|LUZ DE DIOS|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|Terrestre|31|1|Activa|
09H05014|JUAN MONTALVO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|43|2|Activa|
09H05016|WALTER BELLOLIO   8|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|50|1|Activa|
09H05015|EMILIO ISAIAS ABIHANNA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|547|18|Activa|
09H04351|EL PARAISO DEL MAÑANA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|36|2|Activa|
09H05031|CENTRO EDUCATIVO DE EDUCACION BASICA MANUEL SOTOMAYOR LUNA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|679|22|Activa|
09H05045|FRANCISCO JOSE POLIT ORTIZ NOCT 1|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Vespertina y Nocturna|Educación Básica|Mestiza|Terrestre|465|4|Activa|
09H05449|DR. JAIME ROLDOS AGUILERA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|Terrestre|51|2|Activa|
09H05831|LIBERTADOR BOLIVAR  N 9|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|137|4|Activa|
09H05775|FAE NO 3 TAURA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92056|VIRGEN DE FATIMA|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|1102|54|Activa|
09H05668|LUZ DE LA AURORA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|39|6|Activa|
09H05007|CABO MARCELO SUAREZ MONTESDEOCA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92053|GRAL. PEDRO J. MONTERO (BOLICHE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C03_04|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|4|1|Activa|
09H05025|CARLOS TORRES SALAS|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|108|4|Activa|
09H05027|ESCUELA FISCAL JUAN LEON MERA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|60|3|Activa|
09H05028|ESCUELA FISCAL MEDARDO ANGEL SILVA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|249|6|Activa|
09H05029|JAIME ROLDOS AGUILERA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|45|2|Activa|
09H05030|VICTOR EMILIO ESTRADA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|68|4|Activa|
09H04951|24 DE MAYO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|154|7|Activa|
09H04953|DOCE DE OCTUBRE|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|208|7|Activa|
09H05004|DR. JOSE MARIA EGAS 16|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|60|2|Activa|
09H05017|HUANCAVILCA NO 13|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|40|1|Activa|
09H05018|DEMETRIO AGUILERA MALTA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|57|3|Activa|
09H05019|CARLOS ALBERTO FLORES|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|213|7|Activa|
09H05020|SAN FERNANDO Nª18|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|63|2|Activa|
09H05022|ENRIQUE URAGA PEÑA|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica y Bachillerato|Mestiza|Terrestre|285|13|Activa|
09H05023|19 DE AGOSTO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|292|11|Activa|
09H05026|ANTONIO ANTE|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|221|8|Activa|
09H04955|CELLIS HOJAS CABRERA   N 13|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|34|1|Activa|
09H04966|SAN JACINTO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|19|2|Activa|
09H05508|IDELFONSO OLLAGUE DE GUERRA No. 17|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|58|2|Activa|
09H05460|VEINTIOCHO DE MAYO|9|GUAYAS|920|SAN JACINTO DE YAGUACHI|92055|YAGUACHI VIEJO (CONE)|Zona 5|SAN JACINTO DE YAGUACHI|09D21|09D21C05|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina y Vespertina|Educación Básica y Alfabetización P.P.|Mestiza|Terrestre|64|2|Activa|
09H04746|FORMACION ARTESANAL SALITRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|124|11|Activa|
09H04755|EUCLIDES RIVERA ZAMBRANO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|59|3|Activa|
09H04760|DR CAMILO GALLEGOS DOMINGUEZ|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|70|4|Activa|
09H04763|MODESTO CHAVEZ FRANCO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|52|2|Activa|
09H04766|MARISCAL SUCRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|12|1|Activa|
09H04776|CENTRO ARTESANAL NAZARETH|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Popular Permanente|Presencial|Vespertina|Educación Básica y Artesanal P.P|Mestiza|Terrestre|74|9|Activa|
09H04777|MANUEL DE FAS BUENAÑO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Inicial y Educacción Básica|Mestiza|Terrestre|750|22|Activa|
09H04779|UBALDO URQUIZO RUGEL|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|35|2|Activa|
09H04796|ESCUELA FISCAL MIXTA 21 GUAYAS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|50|2|Activa|
09H04813|MARIA MONTESSORI|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial|Mestiza|Terrestre|8|4|Activa|
09H04823|MANUELA CAÑIZARES|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|49|2|Activa|
09H04741|PROMESAS LUCIANAS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|164|10|Activa|
09H04742|3 DE FEBRERO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|81|6|Activa|
09H04743|REMANENTE DE FE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|29|6|Activa|
09H04744|SONRISITAS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|163|9|Activa|
09H04749|LOS PATITOS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|11|2|Activa|
09H04752|MANUELA CAÑIZARES|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|362|9|Activa|
09H04756|ESPIRITU SANTO N 03|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|19|5|Activa|
09H04757|MUNDO DE NIÑOS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|78|7|Activa|
09H04773|ENRIQUE LOPEZ LASCANO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|402|9|Activa|
09H04782|UBALDO URQUIZO VILLENA|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|292|11|Activa|
09H04815|ESCUELA TRECE DE DICIEMBRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|31|4|Activa|
09H04816|PRIMERO DE OCTUBRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina y Vespertina|Educación Básica y Bachillerato|Mestiza|Terrestre|126|6|Activa|
09H04731|JARDIN ESCUELA  PARTICULAR MIXTA JUAN MIGUEL TRIVIÑO|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Particular|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial Educación Básica y Bachillerato|Mestiza|Terrestre|91|15|Activa|
09H04737|SANTA LUCIA|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C07|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina y Nocturna|Educación Básica y Bachillerato|Mestiza|Terrestre|1466|60|Activa|
09H05261|LAS CAÑITAS|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscomisional|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|29|1|Activa|
09H05443|ANTONIO NEUMANE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica y Alfabetización P.P.|Mestiza|Terrestre|22|1|Activa|
09H05909|MARISCAL SUCRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Popular Permanente|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|15|1|Activa|
09H03382|PICHINCHA  N  12|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|94|7|Activa|
09H04748|TUNGURAHUA|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Inicial y Educacción Básica|Mestiza|Terrestre|149|7|Activa|
09H04750|JUAN BAUTISTA VILLAMAR|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|117|6|Activa|
09H04753|ANTONIO JOSE DE SUCRE|9|GUAYAS|918|SANTA LUCIA|91850|SANTA LUCIA|Zona 5|DAULE – NOBOL – SANTA LUCÍA|09D19|09D19C08|Fiscal|COSTA|Hispana|Educación regular|Presencial|Matutina|Educación Básica|Mestiza|Terrestre|92|4|Activa|
